transaction_id,datetime,amount
TR_240903_00156,3/9/2024 16:31,289
TR_240904_00157,4/9/2024 09:30,168
TR_240902_00158,2/9/2024 13:02,39
TR_240901_00159,1/9/2024 12:48,234
TR_240905_00160,5/9/2024 18:57,23
TR_240904_00161,4/9/2024 09:30,39
TR_240901_00162,1/9/2024 12:48,494
TR_240905_00163,5/9/2024 18:57,238
TR_240901_00164,1/9/2024 12:48,250
TR_240904_00165,4/9/2024 09:30,332
TR_240902_00166,2/9/2024 13:02,55
TR_240903_00167,3/9/2024 16:31,29
TR_240903_00168,3/9/2024 16:31,180
TR_240904_00169,4/9/2024 09:30,385
TR_240905_00170,5/9/2024 18:57,30
TR_240902_00171,2/9/2024 13:02,304
TR_240902_00172,2/9/2024 13:02,204
TR_240901_00173,1/9/2024 12:48,457
TR_240902_00174,2/9/2024 13:02,74
TR_240902_00175,2/9/2024 13:02,229
TR_240903_00176,3/9/2024 16:31,158
TR_240905_00177,5/9/2024 18:57,181
TR_240903_00178,3/9/2024 16:31,202
TR_240901_00179,1/9/2024 12:48,237
TR_240905_00180,5/9/2024 18:57,37
TR_240904_00181,4/9/2024 09:30,239
TR_240902_00182,2/9/2024 13:02,472
TR_240901_00183,1/9/2024 12:48,136
TR_240904_00184,4/9/2024 09:30,418
TR_240904_00185,4/9/2024 09:30,369
TR_240905_00186,5/9/2024 18:57,116
TR_240905_00187,5/9/2024 18:57,462
TR_240903_00188,3/9/2024 16:31,269
TR_240903_00189,3/9/2024 16:31,288
TR_240904_00190,4/9/2024 09:30,194
TR_240903_00191,3/9/2024 16:31,67
TR_240902_00192,2/9/2024 13:02,125
TR_240905_00193,5/9/2024 18:57,227
TR_240901_00194,1/9/2024 12:48,476
TR_240904_00195,4/9/2024 09:30,103
TR_240901_00196,1/9/2024 12:48,263
TR_240903_00197,3/9/2024 16:31,111
TR_240901_00198,1/9/2024 12:48,397
TR_240905_00199,5/9/2024 18:57,147
TR_240903_00200,3/9/2024 16:31,164
TR_240902_00201,2/9/2024 13:02,152
TR_240902_00202,2/9/2024 13:02,299
TR_240904_00203,4/9/2024 09:30,306
TR_240903_00204,3/9/2024 16:31,234
TR_240905_00205,5/9/2024 18:57,413
TR_240903_00206,3/9/2024 16:31,265
TR_240903_00207,3/9/2024 16:31,305
TR_240905_00208,5/9/2024 18:57,453
TR_240905_00209,5/9/2024 18:57,292
TR_240902_00210,2/9/2024 13:02,455
TR_240903_00211,3/9/2024 16:31,69
TR_240904_00212,4/9/2024 09:30,63
TR_240904_00213,4/9/2024 09:30,230
TR_240901_00214,1/9/2024 12:48,329
TR_240901_00215,1/9/2024 12:48,236
TR_240905_00216,5/9/2024 18:57,305
TR_240902_00217,2/9/2024 13:02,409
TR_240903_00218,3/9/2024 16:31,220
TR_240902_00219,2/9/2024 13:02,314
TR_240902_00220,2/9/2024 13:02,220
TR_240902_00221,2/9/2024 13:02,114
TR_240904_00222,4/9/2024 09:30,200
TR_240904_00223,4/9/2024 09:30,341
TR_240905_00224,5/9/2024 18:57,404
TR_240904_00225,4/9/2024 09:30,249
TR_240901_00226,1/9/2024 12:48,244
TR_240904_00227,4/9/2024 09:30,14
TR_240905_00228,5/9/2024 18:57,467
TR_240904_00229,4/9/2024 09:30,115
TR_240901_00230,1/9/2024 12:48,420
TR_240902_00231,2/9/2024 13:02,37
TR_240904_00232,4/9/2024 09:30,22
TR_240901_00233,1/9/2024 12:48,182
TR_240903_00234,3/9/2024 16:31,484
TR_240902_00235,2/9/2024 13:02,419
TR_240904_00236,4/9/2024 09:30,269
TR_240905_00237,5/9/2024 18:57,170
TR_240904_00238,4/9/2024 09:30,102
TR_240905_00239,5/9/2024 18:57,231
TR_240905_00240,5/9/2024 18:57,203
TR_240901_00241,1/9/2024 12:48,386
TR_240901_00242,1/9/2024 12:48,196
TR_240904_00243,4/9/2024 09:30,98
TR_240903_00244,3/9/2024 16:31,410
TR_240903_00245,3/9/2024 16:31,146
TR_240904_00246,4/9/2024 09:30,371
TR_240901_00247,1/9/2024 12:48,493
TR_240904_00248,4/9/2024 09:30,125
TR_240902_00249,2/9/2024 13:02,221
TR_240905_00250,5/9/2024 18:57,39
TR_240901_00251,1/9/2024 12:48,418
TR_240902_00252,2/9/2024 13:02,114
TR_240901_00253,1/9/2024 12:48,40
TR_240904_00254,4/9/2024 09:30,157
TR_240904_00255,4/9/2024 09:30,137
TR_240903_00256,3/9/2024 16:31,78
TR_240901_00257,1/9/2024 12:48,491
TR_240902_00258,2/9/2024 13:02,332
TR_240901_00259,1/9/2024 12:48,244
TR_240901_00260,1/9/2024 12:48,69
TR_240905_00261,5/9/2024 18:57,43
TR_240905_00262,5/9/2024 18:57,432
TR_240901_00263,1/9/2024 12:48,185
TR_240902_00264,2/9/2024 13:02,190
TR_240901_00265,1/9/2024 12:48,295
TR_240905_00266,5/9/2024 18:57,379
TR_240902_00267,2/9/2024 13:02,313
TR_240903_00268,3/9/2024 16:31,499
TR_240903_00269,3/9/2024 16:31,159
TR_240902_00270,2/9/2024 13:02,72
TR_240901_00271,1/9/2024 12:48,225
TR_240904_00272,4/9/2024 09:30,232
TR_240904_00273,4/9/2024 09:30,58
TR_240901_00274,1/9/2024 12:48,145
TR_240901_00275,1/9/2024 12:48,362
TR_240903_00276,3/9/2024 16:31,214
TR_240904_00277,4/9/2024 09:30,118
TR_240901_00278,1/9/2024 12:48,120
TR_240903_00279,3/9/2024 16:31,179
TR_240902_00280,2/9/2024 13:02,326
TR_240905_00281,5/9/2024 18:57,491
TR_240903_00282,3/9/2024 16:31,120
TR_240901_00283,1/9/2024 12:48,28
TR_240902_00284,2/9/2024 13:02,193
TR_240903_00285,3/9/2024 16:31,489
TR_240901_00286,1/9/2024 12:48,422
TR_240901_00287,1/9/2024 12:48,73
TR_240901_00288,1/9/2024 12:48,404
TR_240902_00289,2/9/2024 13:02,247
TR_240903_00290,3/9/2024 16:31,204
TR_240905_00291,5/9/2024 18:57,348
TR_240903_00292,3/9/2024 16:31,54
TR_240903_00293,3/9/2024 16:31,269
TR_240905_00294,5/9/2024 18:57,180
TR_240901_00295,1/9/2024 12:48,149
TR_240905_00296,5/9/2024 18:57,274
TR_240904_00297,4/9/2024 09:30,483
TR_240904_00298,4/9/2024 09:30,164
TR_240904_00299,4/9/2024 09:30,229
TR_240903_00300,3/9/2024 16:31,499
TR_240905_00301,5/9/2024 18:57,32
TR_240902_00302,2/9/2024 13:02,272
TR_240902_00303,2/9/2024 13:02,431
TR_240904_00304,4/9/2024 09:30,155
TR_240905_00305,5/9/2024 18:57,113
TR_240903_00306,3/9/2024 16:31,488
TR_240901_00307,1/9/2024 12:48,311
TR_240902_00308,2/9/2024 13:02,127
TR_240902_00309,2/9/2024 13:02,47
TR_240903_00310,3/9/2024 16:31,67
TR_240903_00311,3/9/2024 16:31,161
TR_240903_00312,3/9/2024 16:31,291
TR_240903_00313,3/9/2024 16:31,183
TR_240901_00314,1/9/2024 12:48,21
TR_240903_00315,3/9/2024 16:31,96
TR_240905_00316,5/9/2024 18:57,273
TR_240901_00317,1/9/2024 12:48,99
TR_240901_00318,1/9/2024 12:48,14
TR_240903_00319,3/9/2024 16:31,10
TR_240902_00320,2/9/2024 13:02,122
TR_240902_00321,2/9/2024 13:02,167
TR_240905_00322,5/9/2024 18:57,187
TR_240903_00323,3/9/2024 16:31,242
TR_240903_00324,3/9/2024 16:31,80
TR_240904_00325,4/9/2024 09:30,228
TR_240905_00326,5/9/2024 18:57,145
TR_240902_00327,2/9/2024 13:02,209
TR_240903_00328,3/9/2024 16:31,326
TR_240901_00329,1/9/2024 12:48,124
TR_240904_00330,4/9/2024 09:30,368
TR_240902_00331,2/9/2024 13:02,366
TR_240901_00332,1/9/2024 12:48,340
TR_240903_00333,3/9/2024 16:31,498
TR_240902_00334,2/9/2024 13:02,454
TR_240905_00335,5/9/2024 18:57,118
TR_240901_00336,1/9/2024 12:48,208
TR_240903_00337,3/9/2024 16:31,297
TR_240904_00338,4/9/2024 09:30,418
TR_240903_00339,3/9/2024 16:31,43
TR_240903_00340,3/9/2024 16:31,387
TR_240904_00341,4/9/2024 09:30,80
TR_240901_00342,1/9/2024 12:48,10
TR_240901_00343,1/9/2024 12:48,147
TR_240905_00344,5/9/2024 18:57,130
TR_240904_00345,4/9/2024 09:30,166
TR_240904_00346,4/9/2024 09:30,48
TR_240903_00347,3/9/2024 16:31,332
TR_240903_00348,3/9/2024 16:31,70
TR_240901_00349,1/9/2024 12:48,111
TR_240904_00350,4/9/2024 09:30,357
TR_240901_00351,1/9/2024 12:48,178
TR_240904_00352,4/9/2024 09:30,150
TR_240904_00353,4/9/2024 09:30,30
TR_240901_00354,1/9/2024 12:48,491
TR_240903_00355,3/9/2024 16:31,66
TR_240903_00356,3/9/2024 16:31,186
TR_240902_00357,2/9/2024 13:02,201
TR_240902_00358,2/9/2024 13:02,314
TR_240905_00359,5/9/2024 18:57,165
TR_240904_00360,4/9/2024 09:30,295
TR_240901_00361,1/9/2024 12:48,65
TR_240901_00362,1/9/2024 12:48,235
TR_240901_00363,1/9/2024 12:48,463
TR_240902_00364,2/9/2024 13:02,169
TR_240902_00365,2/9/2024 13:02,83
TR_240901_00366,1/9/2024 12:48,236
TR_240904_00367,4/9/2024 09:30,94
TR_240901_00368,1/9/2024 12:48,108
TR_240901_00369,1/9/2024 12:48,341
TR_240904_00370,4/9/2024 09:30,410
TR_240905_00371,5/9/2024 18:57,436
TR_240905_00372,5/9/2024 18:57,261
TR_240903_00373,3/9/2024 16:31,184
TR_240904_00374,4/9/2024 09:30,153
TR_240904_00375,4/9/2024 09:30,118
TR_240905_00376,5/9/2024 18:57,98
TR_240902_00377,2/9/2024 13:02,25
TR_240904_00378,4/9/2024 09:30,265
TR_240901_00379,1/9/2024 12:48,170
TR_240903_00380,3/9/2024 16:31,386
TR_240902_00381,2/9/2024 13:02,366
TR_240903_00382,3/9/2024 16:31,193
TR_240905_00383,5/9/2024 18:57,421
TR_240902_00384,2/9/2024 13:02,395
TR_240904_00385,4/9/2024 09:30,285
TR_240902_00386,2/9/2024 13:02,124
TR_240903_00387,3/9/2024 16:31,440
TR_240901_00388,1/9/2024 12:48,276
TR_240901_00389,1/9/2024 12:48,57
TR_240901_00390,1/9/2024 12:48,90
TR_240905_00391,5/9/2024 18:57,15
TR_240904_00392,4/9/2024 09:30,159
TR_240902_00393,2/9/2024 13:02,138
TR_240901_00394,1/9/2024 12:48,346
TR_240904_00395,4/9/2024 09:30,126
TR_240904_00396,4/9/2024 09:30,178
TR_240903_00397,3/9/2024 16:31,327
TR_240902_00398,2/9/2024 13:02,328
TR_240901_00399,1/9/2024 12:48,453
TR_240902_00400,2/9/2024 13:02,260
TR_240905_00401,5/9/2024 18:57,150
TR_240902_00402,2/9/2024 13:02,278
TR_240901_00403,1/9/2024 12:48,464
TR_240902_00404,2/9/2024 13:02,447
TR_240904_00405,4/9/2024 09:30,369
TR_240904_00406,4/9/2024 09:30,414
TR_240903_00407,3/9/2024 16:31,408
TR_240905_00408,5/9/2024 18:57,180
TR_240902_00409,2/9/2024 13:02,172
TR_240901_00410,1/9/2024 12:48,41
TR_240905_00411,5/9/2024 18:57,352
TR_240904_00412,4/9/2024 09:30,234
TR_240902_00413,2/9/2024 13:02,187
TR_240905_00414,5/9/2024 18:57,246
TR_240904_00415,4/9/2024 09:30,156
TR_240904_00416,4/9/2024 09:30,64
TR_240905_00417,5/9/2024 18:57,71
TR_240904_00418,4/9/2024 09:30,100
TR_240903_00419,3/9/2024 16:31,435
TR_240904_00420,4/9/2024 09:30,301
TR_240904_00421,4/9/2024 09:30,418
TR_240902_00422,2/9/2024 13:02,291
TR_240905_00423,5/9/2024 18:57,442
TR_240905_00424,5/9/2024 18:57,423
TR_240902_00425,2/9/2024 13:02,247
TR_240901_00426,1/9/2024 12:48,208
TR_240903_00427,3/9/2024 16:31,309
TR_240903_00428,3/9/2024 16:31,184
TR_240903_00429,3/9/2024 16:31,270
TR_240901_00430,1/9/2024 12:48,275
TR_240905_00431,5/9/2024 18:57,166
TR_240902_00432,2/9/2024 13:02,314
TR_240903_00433,3/9/2024 16:31,276
TR_240905_00434,5/9/2024 18:57,328
TR_240902_00435,2/9/2024 13:02,322
TR_240904_00436,4/9/2024 09:30,59
TR_240905_00437,5/9/2024 18:57,440
TR_240903_00438,3/9/2024 16:31,323
TR_240904_00439,4/9/2024 09:30,192
TR_240901_00440,1/9/2024 12:48,155
TR_240901_00441,1/9/2024 12:48,24
TR_240905_00442,5/9/2024 18:57,48
TR_240901_00443,1/9/2024 12:48,447
TR_240901_00444,1/9/2024 12:48,267
TR_240902_00445,2/9/2024 13:02,117
TR_240902_00446,2/9/2024 13:02,18
TR_240901_00447,1/9/2024 12:48,428
TR_240903_00448,3/9/2024 16:31,468
TR_240901_00449,1/9/2024 12:48,170
TR_240904_00450,4/9/2024 09:30,131
TR_240903_00451,3/9/2024 16:31,271
TR_240902_00452,2/9/2024 13:02,212
TR_240902_00453,2/9/2024 13:02,246
TR_240904_00454,4/9/2024 09:30,14
TR_240903_00455,3/9/2024 16:31,281
TR_240905_00456,5/9/2024 18:57,456
TR_240904_00457,4/9/2024 09:30,287
TR_240905_00458,5/9/2024 18:57,266
TR_240905_00459,5/9/2024 18:57,84
TR_240901_00460,1/9/2024 12:48,326
TR_240905_00461,5/9/2024 18:57,422
TR_240901_00462,1/9/2024 12:48,288
TR_240905_00463,5/9/2024 18:57,303
TR_240905_00464,5/9/2024 18:57,429
TR_240901_00465,1/9/2024 12:48,350
TR_240904_00466,4/9/2024 09:30,311
TR_240902_00467,2/9/2024 13:02,223
TR_240903_00468,3/9/2024 16:31,239
TR_240905_00469,5/9/2024 18:57,111
TR_240905_00470,5/9/2024 18:57,28
TR_240904_00471,4/9/2024 09:30,49
TR_240904_00472,4/9/2024 09:30,204
TR_240904_00473,4/9/2024 09:30,347
TR_240905_00474,5/9/2024 18:57,242
TR_240905_00475,5/9/2024 18:57,94
TR_240902_00476,2/9/2024 13:02,425
TR_240901_00477,1/9/2024 12:48,175
TR_240901_00478,1/9/2024 12:48,360
TR_240902_00479,2/9/2024 13:02,160
TR_240903_00480,3/9/2024 16:31,396
TR_240905_00481,5/9/2024 18:57,163
TR_240905_00482,5/9/2024 18:57,59
TR_240903_00483,3/9/2024 16:31,126
TR_240903_00484,3/9/2024 16:31,479
TR_240901_00485,1/9/2024 12:48,305
TR_240904_00486,4/9/2024 09:30,21
TR_240903_00487,3/9/2024 16:31,354
TR_240903_00488,3/9/2024 16:31,305
TR_240904_00489,4/9/2024 09:30,251
TR_240904_00490,4/9/2024 09:30,122
TR_240904_00491,4/9/2024 09:30,261
TR_240901_00492,1/9/2024 12:48,298
TR_240902_00493,2/9/2024 13:02,204
TR_240902_00494,2/9/2024 13:02,302
TR_240902_00495,2/9/2024 13:02,444
TR_240903_00496,3/9/2024 16:31,91
TR_240903_00497,3/9/2024 16:31,367
TR_240901_00498,1/9/2024 12:48,446
TR_240901_00499,1/9/2024 12:48,230
TR_240904_00500,4/9/2024 09:30,391
TR_240904_00501,4/9/2024 09:30,155
TR_240902_00502,2/9/2024 13:02,212
TR_240904_00503,4/9/2024 09:30,424
TR_240905_00504,5/9/2024 18:57,378
TR_240901_00505,1/9/2024 12:48,256
TR_240902_00506,2/9/2024 13:02,138
TR_240903_00507,3/9/2024 16:31,119
TR_240904_00508,4/9/2024 09:30,74
TR_240901_00509,1/9/2024 12:48,375
TR_240905_00510,5/9/2024 18:57,202
TR_240904_00511,4/9/2024 09:30,374
TR_240904_00512,4/9/2024 09:30,416
TR_240904_00513,4/9/2024 09:30,121
TR_240901_00514,1/9/2024 12:48,366
TR_240901_00515,1/9/2024 12:48,36
TR_240904_00516,4/9/2024 09:30,244
TR_240902_00517,2/9/2024 13:02,484
TR_240901_00518,1/9/2024 12:48,240
TR_240901_00519,1/9/2024 12:48,106
TR_240905_00520,5/9/2024 18:57,478
TR_240905_00521,5/9/2024 18:57,223
TR_240902_00522,2/9/2024 13:02,406
TR_240903_00523,3/9/2024 16:31,292
TR_240901_00524,1/9/2024 12:48,231
TR_240905_00525,5/9/2024 18:57,177
TR_240903_00526,3/9/2024 16:31,397
TR_240902_00527,2/9/2024 13:02,448
TR_240904_00528,4/9/2024 09:30,474
TR_240904_00529,4/9/2024 09:30,121
TR_240901_00530,1/9/2024 12:48,156
TR_240901_00531,1/9/2024 12:48,21
TR_240905_00532,5/9/2024 18:57,442
TR_240904_00533,4/9/2024 09:30,215
TR_240905_00534,5/9/2024 18:57,362
TR_240903_00535,3/9/2024 16:31,376
TR_240901_00536,1/9/2024 12:48,479
TR_240905_00537,5/9/2024 18:57,327
TR_240903_00538,3/9/2024 16:31,65
TR_240902_00539,2/9/2024 13:02,247
TR_240904_00540,4/9/2024 09:30,28
TR_240903_00541,3/9/2024 16:31,76
TR_240901_00542,1/9/2024 12:48,429
TR_240905_00543,5/9/2024 18:57,207
TR_240902_00544,2/9/2024 13:02,306
TR_240901_00545,1/9/2024 12:48,99
TR_240904_00546,4/9/2024 09:30,125
TR_240904_00547,4/9/2024 09:30,116
TR_240903_00548,3/9/2024 16:31,22
TR_240902_00549,2/9/2024 13:02,177
TR_240904_00550,4/9/2024 09:30,192
TR_240903_00551,3/9/2024 16:31,253
TR_240901_00552,1/9/2024 12:48,81
TR_240901_00553,1/9/2024 12:48,34
TR_240901_00554,1/9/2024 12:48,326
TR_240904_00555,4/9/2024 09:30,155
TR_240903_00556,3/9/2024 16:31,65
TR_240901_00557,1/9/2024 12:48,75
TR_240905_00558,5/9/2024 18:57,472
TR_240905_00559,5/9/2024 18:57,124
TR_240905_00560,5/9/2024 18:57,96
TR_240902_00561,2/9/2024 13:02,226
TR_240902_00562,2/9/2024 13:02,18
TR_240901_00563,1/9/2024 12:48,158
TR_240905_00564,5/9/2024 18:57,53
TR_240905_00565,5/9/2024 18:57,36
TR_240904_00566,4/9/2024 09:30,464
TR_240905_00567,5/9/2024 18:57,211
TR_240903_00568,3/9/2024 16:31,236
TR_240901_00569,1/9/2024 12:48,445
TR_240902_00570,2/9/2024 13:02,223
TR_240904_00571,4/9/2024 09:30,314
TR_240905_00572,5/9/2024 18:57,229
TR_240904_00573,4/9/2024 09:30,211
TR_240901_00574,1/9/2024 12:48,456
TR_240901_00575,1/9/2024 12:48,231
TR_240904_00576,4/9/2024 09:30,359
TR_240901_00577,1/9/2024 12:48,432
TR_240901_00578,1/9/2024 12:48,233
TR_240904_00579,4/9/2024 09:30,100
TR_240902_00580,2/9/2024 13:02,199
TR_240901_00581,1/9/2024 12:48,147
TR_240904_00582,4/9/2024 09:30,456
TR_240904_00583,4/9/2024 09:30,195
TR_240904_00584,4/9/2024 09:30,234
TR_240901_00585,1/9/2024 12:48,390
TR_240904_00586,4/9/2024 09:30,153
TR_240903_00587,3/9/2024 16:31,50
TR_240903_00588,3/9/2024 16:31,47
TR_240901_00589,1/9/2024 12:48,406
TR_240903_00590,3/9/2024 16:31,230
TR_240901_00591,1/9/2024 12:48,228
TR_240901_00592,1/9/2024 12:48,360
TR_240903_00593,3/9/2024 16:31,254
TR_240901_00594,1/9/2024 12:48,111
TR_240903_00595,3/9/2024 16:31,325
TR_240903_00596,3/9/2024 16:31,494
TR_240902_00597,2/9/2024 13:02,286
TR_240901_00598,1/9/2024 12:48,245
TR_240902_00599,2/9/2024 13:02,58
TR_240903_00600,3/9/2024 16:31,124
TR_240901_00601,1/9/2024 12:48,110
TR_240905_00602,5/9/2024 18:57,94
TR_240902_00603,2/9/2024 13:02,346
TR_240902_00604,2/9/2024 13:02,280
TR_240901_00605,1/9/2024 12:48,45
TR_240902_00606,2/9/2024 13:02,184
TR_240901_00607,1/9/2024 12:48,256
TR_240901_00608,1/9/2024 12:48,150
TR_240903_00609,3/9/2024 16:31,47
TR_240903_00610,3/9/2024 16:31,372
TR_240901_00611,1/9/2024 12:48,349
TR_240905_00612,5/9/2024 18:57,314
TR_240902_00613,2/9/2024 13:02,446
TR_240902_00614,2/9/2024 13:02,307
TR_240902_00615,2/9/2024 13:02,189
TR_240904_00616,4/9/2024 09:30,412
TR_240901_00617,1/9/2024 12:48,308
TR_240904_00618,4/9/2024 09:30,89
TR_240903_00619,3/9/2024 16:31,300
TR_240903_00620,3/9/2024 16:31,150
TR_240902_00621,2/9/2024 13:02,468
TR_240901_00622,1/9/2024 12:48,387
TR_240902_00623,2/9/2024 13:02,357
TR_240903_00624,3/9/2024 16:31,479
TR_240903_00625,3/9/2024 16:31,148
TR_240904_00626,4/9/2024 09:30,379
TR_240903_00627,3/9/2024 16:31,171
TR_240903_00628,3/9/2024 16:31,140
TR_240905_00629,5/9/2024 18:57,412
TR_240903_00630,3/9/2024 16:31,69
TR_240902_00631,2/9/2024 13:02,317
TR_240905_00632,5/9/2024 18:57,91
TR_240901_00633,1/9/2024 12:48,395
TR_240901_00634,1/9/2024 12:48,225
TR_240905_00635,5/9/2024 18:57,102
